2024-08-12 12:46:45,270: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-08-12 12:46:46,150: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-08-12 12:46:46,151: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-08-12 12:46:46,152: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-08-12 12:46:46,152: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-08-12 12:46:46,152: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-08-12 12:46:46
2024-08-12 12:46:46,153: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:46,158: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,137: root: INFO: New market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.
2024-08-12 12:46:47,139: root: INFO: MLTrader : Trading iteration ended at 2024-08-12 12:46:47
2024-08-12 12:46:47,139: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-08-12 12:46:47,139: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,140: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,140: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-08-12 12:46:47,140: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-08-12 12:46:47,140: root: INFO: Filled Transaction: buy 10 of SPY at 469.48999023 USD per share
2024-08-12 12:46:47,140: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-08-12 12:46:47,143: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-08-12 12:46:47,143: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-08-12 12:46:47,144: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-08-12 12:46:47,144: root: INFO: MLTrader : The market is not currently open, skipping this trading iteration
2024-08-12 12:46:47,145: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-08-12 12:46:47,145: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,145: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,145: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-08-12 12:46:47,145: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,146: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,146: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-08-12 12:46:47,146: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,147: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,147: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-08-12 12:46:47,147: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,147: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,148: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-08-12 12:46:47,148: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-08-12 12:46:47,148: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,148: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,149: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-08-12 12:46:47,149: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,149: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,149: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-08-12 12:46:47,149: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-08-12 12:46:47,150: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-08-12 12:46:47,150: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,150: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,150: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-08-12 12:46:47,150: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,150: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,151: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-08-12 12:46:47,151: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,152: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-08-12 12:46:47,152: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
