2024-07-23 21:29:51,476: root: INFO: MLTrader : Executing the initialize lifecycle method
2024-07-23 21:29:52,327: root: INFO: Current backtesting datetime 2023-12-15 08:30:00-05:00
2024-07-23 21:29:52,329: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-07-23 21:29:52,330: root: INFO: Current backtesting datetime 2023-12-15 09:30:00-05:00
2024-07-23 21:29:52,330: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-07-23 21:29:52,330: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-23 21:29:52
2024-07-23 21:29:52,330: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,336: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,336: root: INFO: New market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status unprocessed was submitted.
2024-07-23 21:29:52,338: root: INFO: MLTrader : Trading iteration ended at 2024-07-23 21:29:52
2024-07-23 21:29:52,338: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,338: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,339: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,339: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-07-23 21:29:52,339: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was sent to broker backtesting
2024-07-23 21:29:52,339: root: INFO: Filled Transaction: buy 10 of SPY at 469.48999023 USD per share
2024-07-23 21:29:52,339: root: INFO: market order of | 10 SPY buy | at price $563.3879882812499 of class bracket with status new was filled
2024-07-23 21:29:52,341: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-07-23 21:29:52,342: root: INFO: Current backtesting datetime 2023-12-15 16:00:00-05:00
2024-07-23 21:29:52,342: root: INFO: Current backtesting datetime 2023-12-16 09:30:00-05:00
2024-07-23 21:29:52,343: root: INFO: MLTrader : The market is not currently open, skipping this trading iteration
2024-07-23 21:29:52,343: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,343: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,343: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,343: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,343: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,344: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,344: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,344: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,345: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,345: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,345: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,345: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,346: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-07-23 21:29:52,346: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,346: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,346: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,347: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,347: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,347: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,348: root: INFO: Current backtesting datetime 2023-12-16 09:29:00-05:00
2024-07-23 21:29:52,348: root: INFO: MLTrader : Executing the after_market_closes lifecycle method
2024-07-23 21:29:52,348: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,348: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,348: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,348: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,348: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,349: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,349: root: INFO: Current backtesting datetime 2023-12-18 08:30:00-05:00
2024-07-23 21:29:52,349: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,350: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,350: root: INFO: MLTrader : Executing the before_market_opens lifecycle method
2024-07-23 21:29:52,350: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,350: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,350: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,351: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,351: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,351: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,351: root: INFO: Current backtesting datetime 2023-12-18 09:30:00-05:00
2024-07-23 21:29:52,351: root: INFO: MLTrader : Executing the before_starting_trading lifecycle method
2024-07-23 21:29:52,353: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-23 21:29:52
2024-07-23 21:29:52,353: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,353: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,353: root: INFO: MLTrader : Trading iteration ended at 2024-07-23 21:29:52
2024-07-23 21:29:52,354: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,354: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,354: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,354: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,354: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,354: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,355: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-07-23 21:29:52,355: root: INFO: Current backtesting datetime 2023-12-18 16:00:00-05:00
2024-07-23 21:29:52,355: root: INFO: Current backtesting datetime 2023-12-19 09:30:00-05:00
2024-07-23 21:29:52,356: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-23 21:29:52
2024-07-23 21:29:52,356: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,357: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,357: root: INFO: MLTrader : Trading iteration ended at 2024-07-23 21:29:52
2024-07-23 21:29:52,357: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,357: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,357: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,358: root: INFO: Getting historical prices for SPY, 1 bars, 
2024-07-23 21:29:52,358: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,358: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,358: root: INFO: MLTrader : Sleeping for 86400 seconds
2024-07-23 21:29:52,359: root: INFO: Current backtesting datetime 2023-12-19 16:00:00-05:00
2024-07-23 21:29:52,359: root: INFO: Current backtesting datetime 2023-12-20 09:30:00-05:00
2024-07-23 21:29:52,360: root: INFO: MLTrader : Executing the on_trading_iteration lifecycle method at 2024-07-23 21:29:52
2024-07-23 21:29:52,360: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,360: root: WARNING: quote is not implemented for YahooData, but USD was passed as the quote
2024-07-23 21:29:52,361: root: INFO: MLTrader : Trading iteration ended at 2024-07-23 21:29:52
2024-07-23 21:29:52,361: root: INFO: Getting historical prices for SPY, 1 bars, 
